Year,ID,Enrollment_Status,Respondent_Gender,Female_Child,Male_Child,Free_Or_Red,Asian,Black,Hispanic,Multiracial,Native_American,Pacific,White,BIPOC,Household_Size,Q1a_f,Q1b_f,Q1c_f,Q1d_f,Q2_f,Q2a_f,Q2b_f,Q2c_f,Q2d_f,Q3_f,Q4a_f,Q4b_f,Q4c_f,Q4d_f,Q4e_f,Q5a_f,Q5b_f,Q5c_f,Q5d_f,Q5e_f,Q5f_f,Q5g_f,Q5h_f
2022,716,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,Yes,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Once or twice,Yes,Never,Never,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Neutral,Very negative,Very negative,Very negative,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree
2022,144,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat negative,Very negative,Very negative,Very negative,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,265,Unenrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat negative,Somewhat negative,Very negative,Very negative,Somewhat negative,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
2022,836,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,450,Enrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Several times,Yes,Several times,Several times,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2022,492,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2022,604,Enrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
2022,739,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat negative,Very positive,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2022,119,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
2022,367,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Once or twice,Never,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Neutral,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2022,129,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very negative,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,383,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2022,414,Enrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Very negative,Very negative,Very positive,Very positive,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree
2022,463,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Once or twice,Once or twice,Once or twice,Yes,Once or twice,Once or twice,Once or twice,Never,Primarily as a learning tool,Very positive,Somewhat positive,Very positive,Very positive,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree
2022,28,Unenrolled,Male,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,102,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Once or twice,Once or twice,Primarily as a learning tool,Somewhat negative,Neutral,Very negative,Very negative,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2022,208,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Never,Yes,Several times,Never,Several times,Several times,Device for children's entertainment,Somewhat negative,Very negative,Very negative,Very negative,Very negative,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree
2022,296,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Once or twice,Once or twice,Several times,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat negative,Very negative,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree
2022,365,Unenrolled,Male,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,398,Unenrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Never,Once or twice,Primarily as a learning tool,Somewhat negative,Somewhat negative,Somewhat negative,Very positive,Somewhat positive,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree
2022,476,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Several times,Never,Yes,Several times,Several times,Several times,Never,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,532,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Never,Several times,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat negative,Neutral,Somewhat negative,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,649,Enrolled,Male,Yes,No,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Once or twice,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat negative,Very positive,Neutral,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2022,881,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very negative,Very negative,Very negative,Very negative,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2022,922,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
2022,952,Unenrolled,Female,Yes,No,All Paid,Yes,No,No,No,No,2,No,At least one BIPOC,Single child,Never,Once or twice,Several times,Never,No,Never,Never,Never,Never,Device for children's entertainment,Somewhat positive,Neutral,Very negative,Very negative,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree
2022,994,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Several times,Several times,Several times,Yes,Once or twice,Never,Once or twice,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree
2022,1025,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat negative,Neutral,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree
2022,1046,Unenrolled,Male,Yes,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Once or twice,Several times,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Very positive,Very positive,Neutral,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,99,Unenrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
2022,165,Unenrolled,Male,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Once or twice,Never,No,Never,Never,Never,Never,Device for children's entertainment,Very negative,Very negative,Very negative,Somewhat negative,Very negative,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree
2022,218,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Once or twice,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2022,454,Unenrolled,Male,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Once or twice,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Somewhat positive,Neutral,Very negative,Very negative,Very negative,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2022,540,Unenrolled,Female,No,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2022,602,Unenrolled,Female,Yes,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Once or twice,Never,No,Never,Never,Never,Never,Device for children's entertainment,Very positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
